id,region,distrito,latitud_a,longitud_a
871007,Callao, Carmen de la Legua ,-12.04323,-77.08649
872007,Callao, La Perla,-12.06747,-77.12861
873007,Callao, La Perla,-12.06882,-77.13226
874007,Callao, La Perla,-12.07278,-77.12341000000001
875007,Callao, La Perla,-12.07092,-77.11888
876007,Callao, La Perla,-12.07092,-77.11435
877007,Callao, La Perla,-12.06581,-77.11051999999999
878007,Callao, La Perla,-12.07534,-77.1177
879007,Callao, La Perla,-12.07696,-77.11436000000001
880007,Callao, La Perla,-12.07301,-77.10827000000001
881007,Callao, La Perla,-12.07037,-77.13102000000001
882007,Callao, La Perla,-12.0721,-77.11951000000001
883007,Callao, La Perla,-12.07347,-77.11896
884007,Callao, Mi Perú,-11.84656,-77.11536
885007,Callao, Mi Perú,-11.85458,-77.11691999999999
886007,Callao, Mi Perú,-11.84927,-77.11788
887007,Callao, Mi Perú,-11.84926,-77.12053
888007,Callao, Mi Perú,-11.85965,-77.12195
889007,Callao, Ventanilla,-11.82407,-77.13178000000001
890007,Callao, Ventanilla,-11.84358,-77.12347
891007,Callao, Ventanilla,-11.83955,-77.12197000000001
892007,Callao, Ventanilla,-11.83493,-77.12776
893007,Callao, Ventanilla,-11.82769,-77.12553
894007,Callao, Ventanilla,-11.82993,-77.12166000000001
895007,Callao, Ventanilla,-11.87118,-77.10824
896007,Callao, Ventanilla,-11.87775,-77.10892
897007,Callao, Ventanilla,-11.876,-77.11490000000001
898007,Callao, Ventanilla,-11.87634,-77.12514
899007,Callao, Ventanilla,-11.88348,-77.1285
900007,Callao, Ventanilla,-11.8847,-77.12717000000001
901007,Callao, Ventanilla,-11.88926,-77.13136
902007,Callao, Ventanilla,-11.89243,-77.13142000000001
903007,Callao, Ventanilla,-11.88824,-77.12542000000001
904007,Callao, Ventanilla,-11.88799,-77.12227
905007,Callao, Ventanilla,-11.89465,-77.11163999999999
906007,Callao, Ventanilla,-11.90554,-77.10558
907007,Callao, Ventanilla,-11.93607,-77.13043
908007,Callao, Ventanilla,-11.83375,-77.14288999999999
909007,Callao, Ventanilla,-11.83386,-77.14570000000001
910007,Callao, Ventanilla,-11.8374,-77.15249
911007,Callao, Ventanilla,-11.84396,-77.15613000000001
912007,Callao, Ventanilla,-11.84774,-77.15429
913007,Callao, Ventanilla,-11.8466,-77.14635
914007,Callao, Ventanilla,-11.84628,-77.13762
915007,Callao, Ventanilla,-11.841,-77.16021000000001
916007,Callao, Ventanilla,-11.82177,-77.15194
917007,Callao, Ventanilla,-11.82829,-77.121
918007,Callao, Ventanilla,-11.86395,-77.12958
919007,Callao, Ventanilla,-11.84883,-77.14935
920007,Callao, Ventanilla,-11.88299,-77.11317
921007,Callao, Ventanilla,-11.82446,-77.12841
922007,Callao, Ventanilla,-11.84505,-77.12881
923007,Callao, Ventanilla,-11.84507,-77.13136
924007,Callao, Ventanilla,-11.83033,-77.11938000000001
925007,Callao, Ventanilla,-11.87655,-77.10891
926007,Callao, Ventanilla,-11.8801,-77.11577
927007,Callao, Ventanilla,-11.87406,-77.13933
928007,Callao, Ventanilla,-11.8952,-77.13654
929007,Callao, Ventanilla,-11.90213,-77.12673
930007,Callao, Ventanilla,-11.88942,-77.11784
931007,Callao, Ventanilla,-11.94323,-77.12098
932007,Callao, Ventanilla,-11.82872,-77.14372
933007,Callao, Ventanilla,-11.83096,-77.15848
934007,Callao, Ventanilla,-11.84232,-77.13666000000001
935007,Callao, Ventanilla,-11.84861,-77.12523
936007,Callao, Ventanilla,-11.82571,-77.14431
937008,Cusco, Accha,-14.03453,-71.83150999999999
938008,Cusco, Accha,-14.00584,-71.84152799
939008,Cusco, Ancahuasi,-13.45716833,-72.34957
940008,Cusco, Caicay,-13.54808833,-71.69454666
941008,Cusco, Caicay,-13.53309666,-71.66516833
942008,Cusco, Calca,-13.17625464,-71.92423290000001
943008,Cusco, Calca,-13.31897,-71.95287999999999
944008,Cusco, Calca,-13.32424,-71.95457
945008,Cusco, Calca,-13.32571166,-71.97275833000001
946008,Cusco, Camanti,-13.23102,-70.75190000000001
947008,Cusco, Ccatca,-13.61717,-71.57635999
948008,Cusco, Ccatca,-13.60933,-71.56877
949008,Cusco, Chinchero,-13.38555,-72.07949833000001
950008,Cusco, Chinchero,-13.39267,-72.04711
951008,Cusco, Colquemarca,-14.33565333,-72.07265166000001
952008,Cusco, Colquemarca,-14.18048833,-72.06829999999999
953008,Cusco, Colquepata,-13.45291666,-71.548625
954008,Cusco, Colquepata,-13.433155,-71.56070499000001
955008,Cusco, Colquepata,-13.31919666,-71.67081333
956008,Cusco, Colquepata,-13.340545,-71.67001333
957008,Cusco, Coporaque,-14.72167499,-71.69359666
958008,Cusco, Coporaque,-14.72906833,-71.693905
959008,Cusco, Coya,-13.38591,-71.90183
960008,Cusco, Cusco,-13.51566,-71.96565
961008,Cusco, Cusco,-13.51791,-71.9877
962008,Cusco, Cusco,-13.5254,-71.99553
963008,Cusco, Cusco,-13.51781,-71.97427
964008,Cusco, Cusco,-13.52248,-71.94641
965008,Cusco, Cusco,-13.51776,-71.95817
966008,Cusco, Cusipata,-13.898195,-71.46794833
967008,Cusco, Cusipata,-13.88644666,-71.51758666000001
968008,Cusco, Echarate,-12.64707,-73.04928
969008,Cusco, Echarate,-12.55065333,-73.07554500000001
970008,Cusco, Echarate,-12.54222999,-73.10607666
971008,Cusco, Espinar,-14.78497,-71.40992
972008,Cusco, Espinar,-14.79231,-71.41524
973008,Cusco, Espinar,-14.79142,-71.40152000000001
974008,Cusco, Espinar,-14.79773,-71.40782
975008,Cusco, Espinar,-14.80097,-71.41368
976008,Cusco, Huancarani,-13.50571833,-71.66144666
977008,Cusco, Huancarani,-13.50504666,-71.67686000000001
978008,Cusco, Huarocondo,-13.45094166,-72.20471666
979008,Cusco, Huarocondo,-13.41117789,-72.21861943
980008,Cusco, Huarocondo,-13.43094998,-72.22952998
981008,Cusco, Kimbiri,-12.64737299,-73.7099669
982008,Cusco, Langui,-14.41335499,-71.29368666000001
983008,Cusco, Langui,-14.41814833,-71.28537333
984008,Cusco, Lares,-13.03628166,-72.05918833
985008,Cusco, Limatambo,-13.49880499,-72.42140499
986008,Cusco, Limatambo,-13.47334666,-72.41500000000001
987008,Cusco, Llusco,-14.34480833,-72.11101999
988008,Cusco, Llusco,-14.34384833,-72.10148166000001
989008,Cusco, Mosoc Llacta,-14.11839,-71.47426
990008,Cusco, Ocobamba,-12.71247997,-72.36329997999999
991008,Cusco, Ocongate,-13.64296333,-71.37720166
992008,Cusco, Ocoruro,-15.00908666,-71.17885333
993008,Cusco, Ocoruro,-15.02355999,-71.17183666
994008,Cusco, Ollantaytambo,-13.26157,-72.26164
995008,Cusco, Omacha,-14.09707499,-71.748805
996008,Cusco, Oropesa,-13.58934,-71.77305
997008,Cusco, Oropesa,-13.59778,-71.76612
998008,Cusco, Oropesa,-13.58849166,-71.77166166000001
999008,Cusco, Oropesa,-13.59175998,-71.74583998
1000008,Cusco, Oropesa,-13.58168,-71.78149999999999
1001008,Cusco, Pichari,-12.47535166,-73.82124333
1002008,Cusco, Pichari,-12.47853,-73.84385666
1003008,Cusco, Pichari,-12.52346,-73.83111
1004008,Cusco, Pichari,-12.25583333,-73.95480833000001
1005008,Cusco, Pisac,-13.41306833,-71.81771499
1006008,Cusco, Pisac,-13.42280833,-71.81410333
1007008,Cusco, Poroy,-13.49418,-72.04201999999999
1008008,Cusco, Pucyura,-13.48189998,-72.11701998
1009008,Cusco, Pucyura,-13.47962998,-72.11798998
1010008,Cusco, Quehue,-14.39888333,-71.46208833
1011008,Cusco, Quehue,-14.36384333,-71.442515
1012008,Cusco, Quehue,-14.37245,-71.43497166
1013008,Cusco, Quellouno,-12.53157998,-72.68886998000001
1014008,Cusco, Quellouno,-12.52118997,-72.70149997999999
1015008,Cusco, Quellouno,-12.52506997,-72.68614998
1016008,Cusco, San Jerónimo,-13.52868,-71.90074
1017008,Cusco, San Jerónimo,-13.54266,-71.88075000000001
1018008,Cusco, San Jerónimo,-13.53042,-71.90205
1019008,Cusco, San Jerónimo,-13.54596,-71.89282
1020008,Cusco, San Jerónimo,-13.54331,-71.90372000000001
1021008,Cusco, San Sebastian,-13.53525,-71.92288000000001
1022008,Cusco, San Sebastian,-13.54039,-71.92155
1023008,Cusco, San Sebastian,-13.51786,-71.92265
1024008,Cusco, San Sebastian,-13.5406,-71.91181
1025008,Cusco, San Sebastian,-13.53351,-71.91192
1026008,Cusco, San Sebastian,-13.53086,-71.93765999999999
1027008,Cusco, San Sebastian,-13.53892,-71.90995
1028008,Cusco, San Sebastian,-13.54105,-71.94823
1029008,Cusco, San Sebastian,-13.5406,-71.95241
1030008,Cusco, Sangarara,-13.97714,-71.56493
1031008,Cusco, Santa Ana,-12.86629,-72.69262000000001
1032008,Cusco, Santa Ana,-12.87496,-72.69538
1033008,Cusco, Santa Ana,-12.8899473,-72.72583448
1034008,Cusco, Santa Ana,-12.87228,-72.70369
1035008,Cusco, Santa Teresa,-13.1283,-72.59351
1036008,Cusco, Santiago,-13.53002,-71.9823
1037008,Cusco, Santiago,-13.54047,-71.98751
1038008,Cusco, Santiago,-13.55133,-71.98765
1039008,Cusco, Santiago,-13.53425,-71.97257999999999
1040008,Cusco, Santiago,-13.53789,-71.96033
1041008,Cusco, Santiago,-13.52698,-71.99114
1042008,Cusco, Santiago,-13.53964,-71.98465
1043008,Cusco, Santiago,-13.5399,-71.98112
1044008,Cusco, Santiago,-13.53732,-71.97141000000001
1045008,Cusco, Sicuani,-14.26388,-71.22190999999999
1046008,Cusco, Sicuani,-14.26783,-71.22514
1047008,Cusco, Sicuani,-14.27226,-71.22621
1048008,Cusco, Sicuani,-14.30214168,-71.19330219
1049008,Cusco, Sicuani,-14.29028944,-71.17841763
1050008,Cusco, Sicuani,-14.27187,-71.23056
1051008,Cusco, Velille,-14.514165,-71.87089333
1052008,Cusco, Velille,-14.59098333,-71.93522666
1053008,Cusco, Vilcabamba,-12.77848998,-73.14411998
1054008,Cusco, Vilcabamba,-12.79646666,-73.15052666
1055008,Cusco, Wanchaq,-13.53378,-71.96507
1056008,Cusco, Wanchaq,-13.53703,-71.94838
1057008,Cusco, Wanchaq,-13.52883,-71.96554
1058008,Cusco, Wanchaq,-13.53134,-71.95286
1059008,Cusco, Wanchaq,-13.53034,-71.96151999999999
1060008,Cusco, Yanaoca,-14.2222,-71.42726
1061008,Cusco, Yanatile,-12.69327833,-72.25224833
1062008,Cusco, Yanatile,-12.66267333,-72.30452999000001
1063008,Cusco, Yanatile,-12.67274166,-72.27890166
1064008,Cusco, Zurite,-13.47567863,-72.24166997
1065009,Huancavelica, Acobamba,-12.83771,-74.56988
1066009,Huancavelica, Acobamba,-12.80121833,-74.564565
1067009,Huancavelica, Acobamba,-12.82305,-74.55898666
1068009,Huancavelica, Acoria,-12.6604906,-74.89749331
1069009,Huancavelica, Acoria,-12.71081666,-74.88794333
1070009,Huancavelica, Acoria,-12.70225666,-74.86509332999999
1071009,Huancavelica, Acoria,-12.68873833,-74.83285333000001
1072009,Huancavelica, Acoria,-12.70137833,-74.82915666
1073009,Huancavelica, Acraquia,-12.39983666,-74.95768999000001
1074009,Huancavelica, Acraquia,-12.44429666,-74.94647666
1075009,Huancavelica, Anco,-12.63982166,-74.57511166000001
1076009,Huancavelica, Anco,-12.64080499,-74.57045832999999
1077009,Huancavelica, Anco,-12.69092333,-74.54317333
1078009,Huancavelica, Anco,-12.68351,-74.53083666000001
1079009,Huancavelica, Anco,-12.64973333,-74.61331
1080009,Huancavelica, Anco,-12.653735,-74.59431333000001
1081009,Huancavelica, Andabamba,-12.69343,-74.62224999999999
1082009,Huancavelica, Andabamba,-12.67599499,-74.65265166
1083009,Huancavelica, Andabamba,-12.67660666,-74.65185833
1084009,Huancavelica, Ascensión,-12.77411,-74.99794
1085009,Huancavelica, Ascensión,-12.78117,-74.98782
1086009,Huancavelica, Ascensión,-12.78086,-74.98298
1087009,Huancavelica, Aurahua,-12.99020148,-75.5076778
1088009,Huancavelica, Caja,-12.85767299,-74.46646699
1089009,Huancavelica, Caja,-12.86299299,-74.45926999
1090009,Huancavelica, Caja,-12.880532,-74.470282
1091009,Huancavelica, Callanmarca,-12.86732,-74.62506999999999
1092009,Huancavelica, Ccochaccasa,-12.92802,-74.77052000000001
1093009,Huancavelica, Chinchihuasi,-12.51214333,-74.59160498999999
1094009,Huancavelica, Chinchihuasi,-12.50586499,-74.59557
1095009,Huancavelica, Chinchihuasi,-12.51788666,-74.58057666000001
1096009,Huancavelica, Chupamarca,-12.820178,-75.52136199
1097009,Huancavelica, Chupamarca,-12.959555,-75.55788800000001
1098009,Huancavelica, Chupamarca,-13.012932,-75.55966999
1099009,Huancavelica, Churcampa,-12.73956,-74.38463
1100009,Huancavelica, Colcabamba,-12.40822,-74.6786
1101009,Huancavelica, Colcabamba,-12.37628333,-74.70917333
1102009,Huancavelica, Colcabamba,-12.36255333,-74.71376166
1103009,Huancavelica, Colcabamba,-12.44450483,-74.7495953
1104009,Huancavelica, Colcabamba,-12.43233998,-74.77443998
1105009,Huancavelica, Colcabamba,-12.31557,-74.635665
1106009,Huancavelica, Colcabamba,-12.371585,-74.76315332999999
1107009,Huancavelica, Colcabamba,-12.38081666,-74.75861666
1108009,Huancavelica, Colcabamba,-12.37323166,-74.76856666000001
1109009,Huancavelica, Colcabamba,-12.40156333,-74.69186999999999
1110009,Huancavelica, Colcabamba,-12.47137166,-74.65136166000001
1111009,Huancavelica, Colcabamba,-12.45610166,-74.64997333
1112009,Huancavelica, Conayca,-12.52094,-75.00739
1113009,Huancavelica, Congalla,-12.94234,-74.53886
1114009,Huancavelica, Cuenca,-12.43414,-75.03816000000001
1115009,Huancavelica, Córdova,-13.96638833,-75.04622833000001
1116009,Huancavelica, Huachocolpa,-12.05298833,-74.59984166
1117009,Huancavelica, Huachocolpa,-12.03740166,-74.60927499
1118009,Huancavelica, Huachocolpa,-13.03258,-74.94777000000001
1119009,Huancavelica, Huachocolpa,-12.04997,-74.59356
1120009,Huancavelica, Huachocolpa,-12.07797166,-74.59745332999999
1121009,Huancavelica, Huachocolpa,-12.09863166,-74.55534666
1122009,Huancavelica, Huanca-Huanca,-12.91612,-74.60722
1123009,Huancavelica, Huanca-Huanca,-12.90961,-74.60845000000001
1124009,Huancavelica, Huanca-Huanca,-12.97392499,-74.64170498999999
1125009,Huancavelica, Huanca-Huanca,-12.97533,-74.65033833
1126009,Huancavelica, Huancavelica,-12.77992,-74.96927
1127009,Huancavelica, Huancavelica,-12.78602,-74.96511
1128009,Huancavelica, Huancavelica,-12.78859,-74.96863999999999
1129009,Huancavelica, Huancavelica,-12.78585,-74.97842
1130009,Huancavelica, Huancavelica,-12.78837,-74.97376
1131009,Huancavelica, Huancavelica,-12.78115,-74.9691
1132009,Huancavelica, Huancavelica,-12.78051,-74.95833
1133009,Huancavelica, Huancavelica,-12.78671,-74.97497
1134009,Huancavelica, Huancavelica,-12.78434,-74.98586
1135009,Huancavelica, Huancavelica,-12.78811,-74.97825
1136009,Huancavelica, Huancavelica,-12.78942,-74.97879
1137009,Huancavelica, Huancavelica,-12.7843591,-75.03348699
1138009,Huancavelica, Huancavelica,-12.77531022,-75.00791975999999
1139009,Huancavelica, Huancavelica,-12.8433144,-75.09604619
1140009,Huancavelica, Huaribamba,-12.27129499,-74.96197666000001
1141009,Huancavelica, Huaribamba,-12.23335,-74.94074000000001
1142009,Huancavelica, Huaribamba,-12.23792,-74.93687
1143009,Huancavelica, Huaribamba,-12.26259499,-74.88756499
1144009,Huancavelica, Lircay,-12.99022,-74.72299
1145009,Huancavelica, Lircay,-13.00002505,-74.78822415000001
1146009,Huancavelica, Lircay,-13.04297499,-74.81360166
1147009,Huancavelica, Lircay,-12.98326,-74.71776
1148009,Huancavelica, Lircay,-13.00097,-74.72362
1149009,Huancavelica, Lircay,-13.02056,-74.73023999
1150009,Huancavelica, Lircay,-13.06317666,-74.76852
1151009,Huancavelica, Locroja,-12.74073,-74.44159999999999
1152009,Huancavelica, Locroja,-12.75540499,-74.45926166
1153009,Huancavelica, Locroja,-12.78422,-74.46259666
1154009,Huancavelica, Locroja,-12.71351499,-74.44022665999999
1155009,Huancavelica, Locroja,-12.74037333,-74.46169166
1156009,Huancavelica, Locroja,-12.7272,-74.45238833000001
1157009,Huancavelica, Marcas,-12.83904,-74.41451000000001
1158009,Huancavelica, Palca,-12.661455,-75.004003
1159009,Huancavelica, Palca,-12.673192,-74.97650699
1160009,Huancavelica, Palca,-12.64381799,-74.954697
1161009,Huancavelica, Palca,-12.660928,-74.946472
1162009,Huancavelica, Pampas,-12.39767,-74.86484
1163009,Huancavelica, Pampas,-12.39959,-74.8643
1164009,Huancavelica, Pampas,-12.40382,-74.86391
1165009,Huancavelica, Paucara,-12.73347,-74.66433000000001
1166009,Huancavelica, Paucara,-12.70525998,-74.66779998
1167009,Huancavelica, Paucara,-12.70073644,-74.67412766
1168009,Huancavelica, Paucara,-12.72747,-74.66569
1169009,Huancavelica, Paucarbamba,-12.55606,-74.53184
1170009,Huancavelica, Pazos,-12.29965333,-75.00374999
1171009,Huancavelica, Pilpichaca,-13.228033,-74.76033799
1172009,Huancavelica, Pomacocha,-12.84987,-74.54505
1173009,Huancavelica, Rosario,-12.74711,-74.62942
1174009,Huancavelica, Salcabamba,-12.17543666,-74.78257166
1175009,Huancavelica, Salcabamba,-12.18077666,-74.77678666
1176009,Huancavelica, Salcabamba,-12.18987499,-74.78261833000001
1177009,Huancavelica, Salcabamba,-12.20015166,-74.78803333000001
1178009,Huancavelica, San Antonio de Anta,-13.06007333,-74.42265500000001
1179009,Huancavelica, San Francisco de Sa,-13.79576,-75.24718
1180009,Huancavelica, San Francisco de Sa,-13.78666666,-75.37308333
1181009,Huancavelica, San Miguel de Mayoc,-12.77735999,-74.41423500000001
1182009,Huancavelica, San Miguel de Mayoc,-12.77562333,-74.41211165999999
1183009,Huancavelica, San Pedro de Coris,-12.63207999,-74.37784333000001
1184009,Huancavelica, Tambo,-13.53842623,-75.17828589
1185009,Huancavelica, Tambo,-13.598415,-75.17066499000001
1186009,Huancavelica, Tintay Puncu,-12.15325,-74.54424
1187009,Huancavelica, Vilca,-12.44707166,-75.18940833000001
1188009,Huancavelica, Vilca,-12.52742666,-75.25337833
1189009,Huancavelica, Vilca,-12.57620166,-75.24580333
1190009,Huancavelica, Yauli,-12.76974,-74.85181
1191009,Huancavelica, Yauli,-12.77355,-74.85169999999999
1192009,Huancavelica, Yauli,-12.79395999,-74.85249333
1193009,Huancavelica, Yauli,-12.79238833,-74.85727666
1194009,Huancavelica, Yauli,-12.78594833,-74.862275
1195009,Huancavelica, Yauli,-12.90546833,-74.82349166
1196009,Huancavelica, Yauli,-12.90604666,-74.83976666
1197009,Huancavelica, Yauli,-12.90492166,-74.83163999999999
1198009,Huancavelica, Yauli,-12.76729,-74.84894
1199009,Huancavelica, Ñahuimpuquio,-12.32747,-75.06966
12000010,Huanuco, Amarilis,-9.90798,-76.23255
12010010,Huanuco, Amarilis,-9.9118,-76.22512999999999
12020010,Huanuco, Amarilis,-9.922929999999999,-76.22745000000001
12030010,Huanuco, Amarilis,-9.950250000000001,-76.24158
12040010,Huanuco, Amarilis,-9.93665,-76.23796
12050010,Huanuco, Amarilis,-9.94018,-76.23985
12060010,Huanuco, Amarilis,-9.94214,-76.23583000000001
12070010,Huanuco, Amarilis,-9.974380444,-76.20276645
12080010,Huanuco, Amarilis,-9.988486216,-76.22727311
12090010,Huanuco, Ambo,-10.1295,-76.20433
12100010,Huanuco, Ambo,-10.11988,-76.20636
12110010,Huanuco, Ambo,-10.12938,-76.20644
12120010,Huanuco, Ambo,-10.12478997,-76.06712998
12130010,Huanuco, Ambo,-10.12055997,-76.05804998000001
12140010,Huanuco, Ambo,-10.12807082,-76.19975363
12150010,Huanuco, Ambo,-10.11861833,-76.14877666
12160010,Huanuco, Ambo,-10.12755333,-76.18802666000001
12170010,Huanuco, Arancay,-9.116099976999999,-76.75665998
12180010,Huanuco, Cahuac,-9.859056666000001,-76.629735
12190010,Huanuco, Cahuac,-9.850676666,-76.63738666
12200010,Huanuco, Cahuac,-9.856706665999999,-76.63457833
12210010,Huanuco, Cayna,-10.16412166,-76.36398
12220010,Huanuco, Chaglla,-9.84544,-75.90371
12230010,Huanuco, Chaglla,-9.84897,-75.90591000000001
12240010,Huanuco, Chaglla,-9.506902780000001,-75.9359339
12250010,Huanuco, Chavinillo,-9.865006665999999,-76.55203333
12260010,Huanuco, Chavinillo,-9.862356666,-76.53737332999999
12270010,Huanuco, Chavín de Pariarca,-9.489252491,-76.76861572999999
12280010,Huanuco, Chavín de Pariarca,-9.486053332999999,-76.76821999000001
12290010,Huanuco, Chavín de Pariarca,-9.473496666999999,-76.77367666000001
12300010,Huanuco, Chavín de Pariarca,-9.401641666,-76.76529166
12310010,Huanuco, Chavín de Pariarca,-9.385753333,-76.75557833000001
12320010,Huanuco, Chinchao,-9.793721081999999,-75.96944194
12330010,Huanuco, Cholon,-8.484690000000001,-76.38685
12340010,Huanuco, Churubamba,-9.774768548999999,-76.22919979
12350010,Huanuco, Churubamba,-9.786583331999999,-76.14129666
12360010,Huanuco, Churubamba,-9.793014999,-76.12829666
12370010,Huanuco, Churubamba,-9.785991666999999,-76.17952333
12380010,Huanuco, Churubamba,-9.839983332999999,-76.12372833000001
12390010,Huanuco, Codo del Pozuzo,-9.671300000000001,-75.46329
12400010,Huanuco, Daniel Alomía Robl,-9.282493333,-75.85771665999999
12410010,Huanuco, Honoria,-8.693365,-74.62684999
12420010,Huanuco, Honoria,-8.720458333,-74.62711333
12430010,Huanuco, Honoria,-8.763805,-74.74530333
12440010,Huanuco, Honoria,-8.790019999,-74.79931166
12450010,Huanuco, Huacar,-10.18969499,-76.23701165999999
12460010,Huanuco, Huacar,-10.19483833,-76.23918833000001
12470010,Huanuco, Huacar,-10.26699499,-76.26793666
12480010,Huanuco, Huacrachuco,-8.56635649,-77.23632991
12490010,Huanuco, Huacrachuco,-8.716563333,-77.14653165999999
12500010,Huanuco, Huacrachuco,-8.723708331999999,-77.14104500000001
12510010,Huanuco, Huanuco,-9.92107,-76.236
12520010,Huanuco, Huanuco,-9.921569999999999,-76.24405
12530010,Huanuco, Huanuco,-9.920640000000001,-76.24415999999999
12540010,Huanuco, Huanuco,-9.92262,-76.23891999999999
12550010,Huanuco, Huanuco,-9.932499999999999,-76.24298
12560010,Huanuco, Huanuco,-9.925240000000001,-76.23842000000001
12570010,Huanuco, Huanuco,-9.93262,-76.2509
12580010,Huanuco, Huanuco,-9.93097,-76.23933
12590010,Huanuco, Huanuco,-9.909710000000001,-76.23569000000001
12600010,Huanuco, Huanuco,-9.91699,-76.2377
12610010,Huanuco, Huanuco,-9.923360000000001,-76.23482
12620010,Huanuco, Huanuco,-9.92648,-76.25061
12630010,Huanuco, Huanuco,-9.93014,-76.24824
12640010,Huanuco, Huanuco,-9.931139999999999,-76.25236
12650010,Huanuco, Huanuco,-9.935739999999999,-76.24748
12660010,Huanuco, Huanuco,-9.93684,-76.24959
12670010,Huanuco, Huanuco,-9.920286665000001,-76.30965500000001
12680010,Huanuco, Huanuco,-9.922814999,-76.32561166000001
12690010,Huanuco, Huanuco,-9.922961341000001,-76.29390857999999
12700010,Huanuco, Huanuco,-9.928990359,-76.27938872999999
12710010,Huanuco, Jacas Grande,-9.541084999000001,-76.761955
12720010,Huanuco, Jacas Grande,-9.555278333,-76.750135
12730010,Huanuco, Jacas Grande,-9.514273333,-76.76942
12740010,Huanuco, Jacas Grande,-9.504198333,-76.774005
12750010,Huanuco, José Crespo y Cast,-8.93202,-76.11588
12760010,Huanuco, José Crespo y Cast,-8.93872,-76.11489
12770010,Huanuco, José Crespo y Cast,-8.988459258000001,-76.05123227999999
12780010,Huanuco, José Crespo y Cast,-8.99090337,-76.09706039
12790010,Huanuco, José Crespo y Cast,-9.078157749000001,-76.06332123999999
12800010,Huanuco, José Crespo y Cast,-8.932040000000001,-76.12137
12810010,Huanuco, José Crespo y Cast,-8.631121948000001,-76.10965693
12820010,Huanuco, José Crespo y Cast,-8.595496555,-76.11863959
12830010,Huanuco, José Crespo y Cast,-8.892251684,-76.12690101
12840010,Huanuco, José Crespo y Cast,-8.877779589999999,-76.10004745000001
12850010,Huanuco, José Crespo y Cast,-9.087360107,-75.9790543
12860010,Huanuco, La Unión,-9.82605,-76.79902
12870010,Huanuco, La Unión,-9.836130000000001,-76.80316000000001
12880010,Huanuco, Llata,-9.553800000000001,-76.81568
12890010,Huanuco, Llata,-9.562264999,-76.80018166000001
12900010,Huanuco, Llata,-9.572521666,-76.77737833000001
12910010,Huanuco, Llata,-9.591874029,-76.86165112000001
12920010,Huanuco, Llata,-9.549939999999999,-76.81528
12930010,Huanuco, Luyando,-9.268174999999999,-75.98942
12940010,Huanuco, Luyando,-9.261579003,-75.99151283000001
12950010,Huanuco, Luyando,-9.262203333,-75.97821666
12960010,Huanuco, Margos,-10.08119833,-76.49459333
12970010,Huanuco, Margos,-10.05235999,-76.51177333
12980010,Huanuco, Margos,-10.00648,-76.5226
12990010,Huanuco, Marías,-9.585213333,-76.50294666000001
13000010,Huanuco, Molino,-9.922685,-76.02290666
13010010,Huanuco, Monzón,-9.21688,-76.21366999999999
13020010,Huanuco, Monzón,-9.278988332999999,-76.39141333000001
13030010,Huanuco, Monzón,-9.294595634,-76.4612947
13040010,Huanuco, Panao,-9.939135749,-75.90617054000001
13050010,Huanuco, Pillco Marca,-9.98734,-76.24289
13060010,Huanuco, Pillco Marca,-9.994920000000001,-76.24227000000001
13070010,Huanuco, Pillco Marca,-10.05800844,-76.29980612999999
13080010,Huanuco, Pillco Marca,-9.949540000000001,-76.255
13090010,Huanuco, Pillco Marca,-9.95486,-76.24482
13100010,Huanuco, Pinra,-8.939083331999999,-77.07242832999999
13110010,Huanuco, Pinra,-8.940899999999999,-77.07872333
13120010,Huanuco, Pinra,-8.927059922,-77.04212004999999
13130010,Huanuco, Pinra,-8.918994622,-77.03901897
13140010,Huanuco, Puerto Inca,-9.365209999999999,-75.03359
13150010,Huanuco, Punchao,-9.464230000000001,-76.82203
13160010,Huanuco, Puños,-9.49699,-76.8913
13170010,Huanuco, Queropalca,-10.16138333,-76.82536666
13180010,Huanuco, Ripan,-9.800879999999999,-76.81589
13190010,Huanuco, Rupa-Rupa,-9.27737,-76.00903
13200010,Huanuco, Rupa-Rupa,-9.282679999999999,-76.00752
13210010,Huanuco, Rupa-Rupa,-9.28891,-75.99451999999999
13220010,Huanuco, Rupa-Rupa,-9.302099999999999,-76.00024000000001
13230010,Huanuco, Rupa-Rupa,-9.30442,-75.99849
13240010,Huanuco, Rupa-Rupa,-9.288869999999999,-75.97508000000001
13250010,Huanuco, Rupa-Rupa,-9.12333632,-76.10623741000001
13260010,Huanuco, Rupa-Rupa,-9.297610000000001,-75.99258
13270010,Huanuco, Rupa-Rupa,-9.2956,-75.99651
13280010,Huanuco, Rupa-Rupa,-9.30688,-76.00165
13290010,Huanuco, Rupa-Rupa,-9.317790000000001,-76.00126
13300010,Huanuco, San Francisco,-10.3422782,-76.2985965
13310010,Huanuco, San Francisco,-10.3752023,-76.28308699
13320010,Huanuco, San Francisco,-10.29901833,-76.26648499
13330010,Huanuco, San Francisco,-10.29466166,-76.26104333000001
13340010,Huanuco, San Francisco,-10.29770166,-76.26913
13350010,Huanuco, San Francisco de Ca,-9.98358,-76.28557000000001
13360010,Huanuco, San Miguel de Cauri,-10.25579666,-76.68214833
13370010,Huanuco, San Miguel de Cauri,-10.22933997,-76.60102998000001
13380010,Huanuco, San Miguel de Cauri,-10.24076166,-76.60834998999999
13390010,Huanuco, San Miguel de Cauri,-10.25039833,-76.58876333000001
